Instance,Solver Type,Solutions To Find,Variable Ordering,Value Ordering,Solutions Found,Nodes Explored,Revisions Done,Time Taken
langfords3_9.csp,FC,0,ASCENDING,ASCENDING,6,1107350,7113836,363780
langfords3_9.csp,FC,0,ASCENDING,MIN_CONFLICTS,6,773854,5020994,394226
langfords3_10.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,10,3242478,21976755,1420400
langfords3_10.csp,FC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,10,3307320,22474278,1615923
langfords3_10.csp,FC,0,ASCENDING,MIN_CONFLICTS,10,4617300,31994768,2277070
langfords3_10.csp,FC,0,ASCENDING,ASCENDING,10,6823174,46865603,2303079
langfords2_3.csp,MAC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,2,24,158,32
langfords2_3.csp,MAC,0,SMALLEST_DOMAIN,ASCENDING,2,24,158,27
langfords2_3.csp,MAC,0,ASCENDING,MIN_CONFLICTS,2,28,193,41
langfords2_3.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,2,50,92,33
langfords2_3.csp,FC,0,ASCENDING,ASCENDING,2,48,92,35
langfords2_4.csp,MAC,0,ASCENDING,ASCENDING,2,48,908,47
langfords2_3.csp,MAC,0,ASCENDING,ASCENDING,2,26,193,26
langfords2_3.csp,FC,0,ASCENDING,MIN_CONFLICTS,2,44,84,67
langfords2_3.csp,FC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,2,44,83,13
langfords2_4.csp,MAC,0,ASCENDING,MIN_CONFLICTS,2,46,908,74
langfords2_4.csp,MAC,0,SMALLEST_DOMAIN,ASCENDING,2,40,806,68
langfords2_4.csp,MAC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,2,40,806,103
langfords2_4.csp,FC,0,ASCENDING,ASCENDING,2,198,470,162
langfords2_4.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,2,194,439,133
langfords2_4.csp,FC,0,ASCENDING,MIN_CONFLICTS,2,168,398,230
langfords2_4.csp,FC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,2,168,391,176
langfords2_7.csp,MAC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,52,1814,86793,1234
langfords2_7.csp,MAC,0,SMALLEST_DOMAIN,ASCENDING,52,1810,86659,1270
langfords2_7.csp,MAC,0,ASCENDING,ASCENDING,52,2702,136436,1390
langfords2_7.csp,MAC,0,ASCENDING,MIN_CONFLICTS,52,2690,136436,1409
langfords2_8.csp,MAC,0,SMALLEST_DOMAIN,ASCENDING,300,9816,488535,1939
langfords2_8.csp,MAC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,300,9704,488610,2003
langfords2_7.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,52,18496,57984,2247
langfords2_7.csp,FC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,52,15944,50739,2275
langfords2_7.csp,FC,0,ASCENDING,MIN_CONFLICTS,52,15944,51544,2370
langfords2_7.csp,FC,0,ASCENDING,ASCENDING,52,20112,65822,2384
langfords2_8.csp,MAC,0,ASCENDING,ASCENDING,300,15172,876117,2521
langfords2_8.csp,MAC,0,ASCENDING,MIN_CONFLICTS,300,15082,876117,2557
langfords2_8.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,300,110758,363792,6341
langfords2_8.csp,FC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,300,94600,315421,6505
langfords2_8.csp,FC,0,ASCENDING,MIN_CONFLICTS,300,94600,320086,6875
langfords2_8.csp,FC,0,ASCENDING,ASCENDING,300,123586,424964,7074
11Queens.csp,MAC,0,SMALLEST_DOMAIN,ASCENDING,2680,62410,1766954,7173
11Queens.csp,MAC,0,SMALLEST_DOMAIN,MIN_CONFLICTS,2680,60638,1774077,7277
11Queens.csp,MAC,0,ASCENDING,ASCENDING,2680,68570,1988391,7773
11Queens.csp,MAC,0,ASCENDING,MIN_CONFLICTS,2680,66732,2000293,7949
11Queens.csp,FC,0,SMALLEST_DOMAIN,ASCENDING,2680,167384,395654,10187
